UF,Sexo,Idade,Anos de Estudo,Renda
Rondônia,Feminino,40,11,827
Rondônia,Feminino,38,12,1500
Rondônia,Masculino,22,10,2000
Rondônia,Masculino,75,1,300
Rondônia,Masculino,35,14,5000
Rondônia,Masculino,41,12,3000
Rondônia,Masculino,58,12,10000
Rondônia,Masculino,33,16,50000
Rondônia,Feminino,48,16,1900
Rondônia,Masculino,46,12,3000
Rondônia,Masculino,34,11,2600
Rondônia,Masculino,55,7,2000
Rondônia,Masculino,47,11,1000
Rondônia,Masculino,70,1,1000
Rondônia,Masculino,49,4,1100
Rondônia,Masculino,57,9,3000
Rondônia,Feminino,50,16,3600
Rondônia,Feminino,36,12,3200
Rondônia,Masculino,35,16,1900
Rondônia,Feminino,34,12,850
Rondônia,Masculino,39,1,800
Rondônia,Feminino,52,5,250
Rondônia,Masculino,63,5,3100
Rondônia,Masculino,30,16,4000
Rondônia,Masculino,24,12,912
Rondônia,Masculino,30,10,1500
Rondônia,Masculino,42,5,500
Rondônia,Masculino,35,10,3000
Rondônia,Feminino,50,9,850
Rondônia,Masculino,30,3,700
Rondônia,Masculino,42,9,1200
Rondônia,Masculino,74,1,400
Rondônia,Masculino,52,9,1200
Rondônia,Masculino,33,12,900
Rondônia,Masculino,36,5,2000
Rondônia,Masculino,43,6,1000
Rondônia,Masculino,44,9,1500
Rondônia,Feminino,57,9,1700
Rondônia,Masculino,62,3,700
Rondônia,Feminino,50,2,0
Rondônia,Masculino,46,5,1500
Rondônia,Masculino,26,14,1000
Rondônia,Masculino,56,16,7400
Rondônia,Feminino,18,9,1300
Rondônia,Feminino,52,15,5000
Rondônia,Masculino,34,16,3000
Rondônia,Masculino,23,16,2000
Rondônia,Masculino,55,16,900
Rondônia,Feminino,36,12,800
Rondônia,Feminino,46,6,788
Rondônia,Feminino,33,16,788
Rondônia,Feminino,35,12,1200
Rondônia,Masculino,44,16,1024
Rondônia,Feminino,47,12,950
Rondônia,Masculino,36,9,2400
Rondônia,Masculino,35,5,6000
Rondônia,Masculino,33,5,1000
Rondônia,Masculino,30,16,1400
Rondônia,Masculino,35,8,1500
Rondônia,Masculino,32,16,10000
Rondônia,Masculino,40,5,1200
Rondônia,Feminino,47,16,400
Rondônia,Masculino,76,5,3000
Rondônia,Masculino,54,12,4500
Rondônia,Feminino,44,15,788
Rondônia,Masculino,49,3,1200
Rondônia,Masculino,43,12,1300
Rondônia,Masculino,43,12,4000
Rondônia,Feminino,46,12,800
Rondônia,Masculino,26,17,1200
Rondônia,Feminino,52,16,4000
Rondônia,Masculino,34,4,1070
Rondônia,Masculino,40,14,850
Rondônia,Masculino,51,1,800
Rondônia,Masculino,34,9,788
Rondônia,Masculino,41,5,1200
Rondônia,Masculino,34,8,800
Rondônia,Masculino,41,5,800
Rondônia,Masculino,36,7,300
Rondônia,Masculino,30,12,800
Rondônia,Masculino,39,5,1500
Rondônia,Masculino,31,16,1500
Rondônia,Feminino,34,16,2205
Rondônia,Masculino,49,16,1000
Rondônia,Masculino,61,5,2000
Rondônia,Masculino,45,16,800
Rondônia,Masculino,50,1,700
Rondônia,Masculino,41,9,1000
Rondônia,Masculino,48,7,1260
Rondônia,Feminino,34,12,2100
Rondônia,Masculino,47,12,4800
Rondônia,Masculino,67,2,788
Rondônia,Masculino,33,12,1578
Rondônia,Masculino,62,4,600
Rondônia,Masculino,23,6,788
Rondônia,Masculino,38,4,3000
Rondônia,Masculino,47,7,900
Rondônia,Masculino,45,9,900
Rondônia,Masculino,42,6,1000
Rondônia,Masculino,51,4,800
Rondônia,Masculino,49,12,788
Rondônia,Masculino,37,7,500
Rondônia,Masculino,24,10,1500
Rondônia,Masculino,37,4,1100
Rondônia,Masculino,26,12,1000
Rondônia,Feminino,26,12,788
Rondônia,Masculino,34,3,250
Rondônia,Masculino,34,3,200
Rondônia,Feminino,46,9,400
Rondônia,Masculino,33,8,5000
Rondônia,Masculino,60,1,788
Rondônia,Feminino,53,5,300
Rondônia,Masculino,37,15,4200
Rondônia,Masculino,27,8,500
Rondônia,Masculino,36,5,500
Rondônia,Feminino,28,16,1400
Rondônia,Masculino,26,5,500
Rondônia,Masculino,42,5,400
Rondônia,Masculino,32,3,600
Rondônia,Masculino,53,1,1600
Rondônia,Feminino,49,14,400
Rondônia,Masculino,53,16,2700
Rondônia,Masculino,50,2,800
Rondônia,Masculino,69,4,278
Rondônia,Masculino,56,4,0
Rondônia,Masculino,33,12,1500
Rondônia,Feminino,57,12,1200
Rondônia,Feminino,37,5,830
Rondônia,Masculino,75,1,200
Rondônia,Feminino,48,12,400
Rondônia,Masculino,20,12,350
Rondônia,Masculino,53,1,1500
Rondônia,Feminino,41,12,0
Rondônia,Masculino,43,9,1500
Rondônia,Feminino,76,2,0
Rondônia,Masculino,41,5,1000
Rondônia,Masculino,45,9,10000
Rondônia,Masculino,45,9,2000
Rondônia,Masculino,36,4,3450
Rondônia,Masculino,35,9,6000
Rondônia,Masculino,33,9,1500
Rondônia,Masculino,28,12,600
Rondônia,Masculino,49,9,10000
Rondônia,Masculino,71,9,1500
Rondônia,Masculino,38,5,1500
Rondônia,Masculino,56,5,1500
Rondônia,Masculino,77,3,3000
Rondônia,Masculino,42,6,1300
Rondônia,Masculino,33,5,1000
Rondônia,Masculino,63,5,2000
Rondônia,Masculino,56,5,1200
Rondônia,Masculino,78,1,800
Rondônia,Masculino,29,12,1500
Rondônia,Masculino,41,7,1500
Rondônia,Masculino,49,12,1500
Rondônia,Masculino,57,5,600
Rondônia,Masculino,57,3,1500
Rondônia,Masculino,48,8,2600
Rondônia,Masculino,31,12,400
Rondônia,Masculino,79,1,2500
Rondônia,Masculino,32,6,750
Rondônia,Masculino,32,12,3800
Rondônia,Masculino,52,5,5000
Rondônia,Masculino,30,6,1600
Rondônia,Masculino,39,7,1300
Rondônia,Masculino,55,5,1800
Rondônia,Masculino,53,3,785
Rondônia,Masculino,41,11,7000
Rondônia,Masculino,38,16,9800
Rondônia,Masculino,34,12,8000
Rondônia,Masculino,41,6,10000
Rondônia,Masculino,46,10,500
Rondônia,Masculino,51,5,840
Rondônia,Feminino,35,9,788
Rondônia,Masculino,25,11,1200
Rondônia,Masculino,37,9,1300
Rondônia,Masculino,40,5,600
Rondônia,Masculino,60,5,5000
Rondônia,Masculino,49,9,3000
Rondônia,Masculino,56,4,250
Rondônia,Masculino,37,12,2000
Rondônia,Masculino,46,9,300
Rondônia,Masculino,38,16,1800
Rondônia,Masculino,59,12,1100
Rondônia,Masculino,27,16,3000
Rondônia,Masculino,52,16,4500
Rondônia,Masculino,32,12,1200
Rondônia,Feminino,44,16,1017
Rondônia,Feminino,32,6,0
Rondônia,Masculino,67,4,250
Rondônia,Masculino,25,9,1200
Rondônia,Masculino,42,6,1500
Rondônia,Masculino,46,16,600
Rondônia,Masculino,68,2,700
Rondônia,Masculino,37,7,700
Rondônia,Masculino,46,1,300
Rondônia,Masculino,45,11,1000
Rondônia,Masculino,22,14,2500
Rondônia,Masculino,48,9,500
Rondônia,Masculino,50,11,800
Rondônia,Masculino,31,12,4000
Rondônia,Masculino,53,5,2200
Rondônia,Feminino,67,3,1900
Rondônia,Feminino,61,12,1200
Acre,Masculino,28,12,1500
Acre,Masculino,31,9,788
Acre,Masculino,50,12,5000
Acre,Masculino,34,16,5200
Acre,Masculino,39,12,800
Acre,Feminino,39,10,500
Acre,Masculino,45,7,1500
Acre,Feminino,52,1,0
Acre,Masculino,32,5,2500
Acre,Masculino,56,2,1100
Acre,Masculino,38,12,2000
Acre,Masculino,47,16,2300
Acre,Feminino,65,1,0
Acre,Masculino,34,6,600
Acre,Masculino,27,12,1450
Acre,Masculino,52,10,30000
Acre,Feminino,40,12,788
Acre,Masculino,49,12,1200
Acre,Masculino,49,5,300
Acre,Masculino,27,12,2500
Acre,Masculino,42,16,16000
Acre,Masculino,51,1,788
Acre,Feminino,54,12,1500
Acre,Masculino,33,12,1100
Acre,Feminino,37,16,2200
Acre,Feminino,33,12,200
Acre,Masculino,49,2,1500
Acre,Masculino,56,12,1500
Acre,Masculino,44,13,3200
Acre,Masculino,30,12,1000
Acre,Masculino,49,6,3000
Acre,Masculino,55,4,800
Acre,Masculino,34,8,250
Acre,Masculino,46,12,1200
Acre,Masculino,39,16,700
Acre,Masculino,24,4,300
Acre,Feminino,39,12,1200
Acre,Masculino,40,1,150
Acre,Masculino,47,10,788
Acre,Masculino,54,1,830
Acre,Masculino,20,12,788
Acre,Feminino,43,16,3700
Acre,Masculino,55,1,0
Acre,Masculino,34,9,1000
Acre,Feminino,30,9,788
Acre,Masculino,53,1,700
Acre,Masculino,57,11,3500
Acre,Feminino,34,12,788
Acre,Masculino,19,12,788
Acre,Masculino,65,1,1500
Acre,Masculino,57,4,3000
Acre,Feminino,41,12,800
Acre,Masculino,50,1,1100
Acre,Feminino,54,12,2500
Acre,Feminino,42,16,6000
Acre,Masculino,59,12,3000
Acre,Masculino,31,12,2500
Acre,Masculino,37,14,1253
Acre,Feminino,43,12,550
Acre,Masculino,48,1,2000
Acre,Masculino,28,16,1600
Acre,Feminino,47,9,300
Acre,Masculino,37,16,4800
Acre,Feminino,30,13,788
Acre,Feminino,27,14,1100
Acre,Masculino,61,5,1800
Acre,Masculino,50,16,20000
Acre,Feminino,24,16,2100
Acre,Masculino,39,16,2000
Acre,Masculino,73,2,3000
Acre,Masculino,30,12,1200
Acre,Masculino,29,12,1000
Acre,Masculino,66,8,1200
Acre,Masculino,31,17,1200
Acre,Feminino,22,12,788
Acre,Masculino,23,12,2000
Acre,Feminino,37,6,2000
Acre,Feminino,48,16,6000
Acre,Masculino,43,16,6800
Acre,Masculino,33,12,1500
Acre,Masculino,36,16,3200
Acre,Feminino,36,12,1200
Acre,Feminino,40,9,1500
Acre,Feminino,38,9,788
Acre,Masculino,43,16,3500
Acre,Feminino,71,16,15000
Acre,Masculino,22,16,2000
Acre,Masculino,55,12,20000
Acre,Feminino,40,13,800
Acre,Masculino,45,16,1500
Acre,Masculino,61,1,1800
Acre,Masculino,25,5,700
Acre,Feminino,22,12,788
Acre,Masculino,55,1,788
Acre,Masculino,43,6,4000
Acre,Masculino,54,12,3200
Acre,Feminino,44,16,1500
Acre,Masculino,30,16,3000
Acre,Feminino,39,9,395
Acre,Masculino,82,1,3000
Acre,Masculino,31,16,7000
Acre,Masculino,38,12,8000
Acre,Masculino,46,1,4000
Acre,Masculino,50,1,3000
Acre,Feminino,63,12,1000
Acre,Masculino,26,16,2500
Acre,Masculino,58,8,2200
Acre,Masculino,25,12,1800
Acre,Feminino,36,9,788
Acre,Masculino,51,7,6000
Acre,Feminino,40,16,1900
Acre,Masculino,38,16,1200
Acre,Masculino,64,5,900
Acre,Masculino,24,12,788
Acre,Masculino,45,12,940
Acre,Feminino,46,16,3000
Acre,Masculino,50,1,1500
Acre,Masculino,30,9,1000
Acre,Masculino,52,5,788
Acre,Masculino,54,12,1300
Acre,Masculino,37,9,2500
Acre,Masculino,46,11,1500
Acre,Feminino,42,3,788
Acre,Feminino,23,11,1000
Acre,Masculino,34,9,1880
Acre,Masculino,40,16,4100
Acre,Masculino,32,9,4000
Acre,Feminino,43,16,5000
Acre,Feminino,46,16,4500
Acre,Masculino,35,12,2400
Acre,Masculino,56,4,700
Acre,Masculino,30,9,780
Acre,Masculino,38,7,4000
Acre,Feminino,46,9,200
Acre,Masculino,50,14,10550
Acre,Masculino,49,2,1000
Acre,Masculino,34,1,0
Acre,Masculino,58,1,500
Acre,Masculino,65,1,950
Acre,Masculino,60,16,0
Acre,Masculino,49,12,3000
Acre,Masculino,63,5,300
Acre,Masculino,25,12,1200
Acre,Masculino,34,8,788
Acre,Masculino,27,9,788
Acre,Masculino,20,10,851
Acre,Masculino,28,12,900
Acre,Masculino,34,16,2300
Acre,Masculino,34,12,1200
Acre,Masculino,32,15,1800
Acre,Masculino,38,12,2000
Acre,Feminino,42,16,2500
Acre,Masculino,24,13,1000
Acre,Feminino,50,13,1000
Acre,Feminino,48,9,788
Acre,Masculino,54,9,1000
Acre,Masculino,29,16,1800
Acre,Masculino,37,16,6000
Acre,Masculino,32,4,1576
Acre,Masculino,26,12,1000
Acre,Masculino,53,12,600
Acre,Masculino,33,6,500
Acre,Masculino,35,16,3000
Acre,Feminino,24,16,1500
Acre,Masculino,40,1,1000
Acre,Masculino,60,1,700
Acre,Feminino,75,1,0
Acre,Masculino,54,16,2000
Acre,Feminino,55,12,2000
Acre,Masculino,34,11,4000
Acre,Masculino,27,16,4000
Acre,Masculino,25,10,3500
Acre,Masculino,41,1,788
Acre,Masculino,63,1,350
Acre,Masculino,31,12,2800
Acre,Masculino,34,14,2364
Acre,Masculino,31,12,6000
Acre,Masculino,41,1,788
Acre,Masculino,62,1,120
Acre,Masculino,56,1,0
Acre,Masculino,54,2,550
Acre,Masculino,65,1,100
Acre,Masculino,44,12,6000
Acre,Masculino,71,1,0
Acre,Masculino,34,4,300
Acre,Masculino,31,12,1150
Acre,Masculino,80,1,3000
Acre,Masculino,34,10,400
Acre,Masculino,49,12,1000
Acre,Masculino,66,4,1500
Amazonas,Masculino,64,6,1200
Amazonas,Feminino,35,16,5500
Amazonas,Masculino,35,6,900
Amazonas,Masculino,59,6,300
Amazonas,Feminino,46,3,780
Amazonas,Feminino,38,5,600
Amazonas,Masculino,48,2,700
Amazonas,Masculino,38,12,700
Amazonas,Masculino,75,6,400
Amazonas,Masculino,32,12,788
Amazonas,Masculino,42,5,700
Amazonas,Masculino,52,5,2000
Amazonas,Masculino,45,8,320
Amazonas,Feminino,34,12,788
Amazonas,Masculino,20,5,700
Amazonas,Masculino,27,15,800
Amazonas,Masculino,32,3,200
Amazonas,Masculino,44,1,250
Amazonas,Masculino,40,1,500
Amazonas,Feminino,37,12,788
Amazonas,Masculino,73,1,1500
Amazonas,Masculino,34,11,1200
Amazonas,Feminino,49,3,788
Amazonas,Masculino,68,5,3000
Amazonas,Feminino,50,12,1576
Amazonas,Feminino,42,16,2300
Amazonas,Masculino,29,8,1000
Amazonas,Feminino,31,12,400
Amazonas,Masculino,46,16,1500
Amazonas,Feminino,63,12,500
Amazonas,Masculino,26,7,789
Amazonas,Masculino,22,11,720
Amazonas,Masculino,52,16,8000
Amazonas,Masculino,41,14,3000
Amazonas,Masculino,63,8,0
Amazonas,Feminino,36,12,788
Amazonas,Feminino,42,12,900
Amazonas,Masculino,68,5,1000
Amazonas,Masculino,66,11,300
Amazonas,Masculino,46,7,788
Amazonas,Feminino,26,15,1560
Amazonas,Feminino,56,5,788
Amazonas,Masculino,54,11,500
Amazonas,Masculino,41,5,2500
Amazonas,Masculino,41,5,500
Amazonas,Masculino,34,5,800
Amazonas,Masculino,49,8,1400
Amazonas,Feminino,45,5,1000
Amazonas,Masculino,39,12,2500
Amazonas,Masculino,49,16,6500
Amazonas,Masculino,59,14,1800
Amazonas,Feminino,55,12,1300
Amazonas,Masculino,41,12,2400
Amazonas,Feminino,61,1,180
Amazonas,Feminino,55,2,600
Amazonas,Masculino,31,16,788
Amazonas,Feminino,53,16,3000
Amazonas,Masculino,32,16,5000
Amazonas,Masculino,28,17,788
Amazonas,Masculino,58,9,2000
Amazonas,Masculino,49,16,2000
Amazonas,Masculino,36,16,5500
Amazonas,Feminino,45,7,600
Amazonas,Masculino,45,12,2000
Amazonas,Masculino,48,12,1500
Amazonas,Feminino,44,12,788
Amazonas,Masculino,37,13,600
Amazonas,Masculino,41,5,788
Amazonas,Masculino,47,8,800
Amazonas,Masculino,42,16,12000
Amazonas,Masculino,47,11,1800
Amazonas,Feminino,81,13,300
Amazonas,Feminino,58,6,788
Amazonas,Masculino,59,2,2000
Amazonas,Masculino,66,16,3980
Amazonas,Feminino,60,12,150
Amazonas,Masculino,46,6,5000
Amazonas,Feminino,35,5,800
Amazonas,Feminino,58,16,2200
Amazonas,Masculino,30,12,3500
Amazonas,Feminino,43,14,1400
Amazonas,Masculino,49,1,1500
Amazonas,Masculino,44,12,1500
Amazonas,Feminino,56,12,1576
Amazonas,Masculino,28,13,3500
Amazonas,Masculino,32,12,5500
Amazonas,Feminino,33,8,788
Amazonas,Feminino,28,12,500
Amazonas,Masculino,43,11,2000
Amazonas,Feminino,60,12,800
Amazonas,Feminino,71,12,250
Amazonas,Feminino,53,16,6000
Amazonas,Masculino,71,12,2500
Amazonas,Feminino,48,16,2000
Amazonas,Feminino,50,12,2500
Amazonas,Feminino,34,12,5000
Amazonas,Feminino,36,12,788
Amazonas,Masculino,43,8,5000
Amazonas,Masculino,56,16,4800
Amazonas,Feminino,41,12,2000
Amazonas,Masculino,56,6,800
Amazonas,Masculino,57,1,500
Amazonas,Masculino,31,17,800
Amazonas,Masculino,33,12,2000
Amazonas,Masculino,35,12,1000
Amazonas,Masculino,61,7,600
Amazonas,Masculino,61,12,2200
Amazonas,Feminino,33,17,900
Amazonas,Feminino,56,10,788
Amazonas,Masculino,51,12,2000
Amazonas,Masculino,54,12,1500
Amazonas,Masculino,32,12,1300
Amazonas,Masculino,46,9,1300
Amazonas,Feminino,26,12,1100
Amazonas,Masculino,71,4,600
Amazonas,Masculino,42,7,788
Amazonas,Masculino,48,5,700
Amazonas,Feminino,33,12,970
Amazonas,Feminino,40,12,3000
Amazonas,Feminino,50,16,1200
Amazonas,Feminino,48,12,1200
Amazonas,Masculino,40,6,3000
Amazonas,Masculino,27,15,2200
Amazonas,Masculino,42,16,1600
Amazonas,Feminino,54,12,900
Amazonas,Masculino,37,12,1600
Amazonas,Feminino,26,12,800
Amazonas,Masculino,28,16,1270
Amazonas,Masculino,29,12,1576
